protein,ligand,confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,chains_ptm,pair_chains_iptm,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2,micromolar_affinity_pred_value
P07437,CER_d18_0_16_0_C16,0.9219770431518555,0.9710595607757568,0.9444583058357239,0.9444583058357239,0.0,0.9163567423820496,0.781606912612915,0.40054112672805786,1.0959138870239258,"{'0': 0.9740743637084961, '1': 0.867455780506134}","{'0': {'0': 0.9740743637084961, '1': 0.52944415807724}, '1': {'0': 0.9444583058357239, '1': 0.867455780506134}}",1.463533639907837,0.30307069420814514,1.7345702648162842,0.2593487799167633,1.1924968957901,0.346792608499527,29.075931692551958
P07476,CER_d18_0_16_0_C16,0.4061916470527649,0.257818341255188,0.15376047790050507,0.15376047790050507,0.0,0.46929940581321716,0.3039272427558899,4.163919448852539,21.79523468017578,"{'0': 0.26791688799858093, '1': 0.641498863697052}","{'0': {'0': 0.26791688799858093, '1': 0.08604198694229126}, '1': {'0': 0.15376047790050507, '1': 0.641498863697052}}",0.32498157024383545,0.4497208595275879,-0.1920059770345688,0.48336103558540344,0.8419691324234009,0.4160807132720947,2.1133993535458244
P07492,CER_d18_0_16_0_C16,0.525718629360199,0.9177163243293762,0.8509177565574646,0.8509177565574646,0.0,0.4444187879562378,0.3164793848991394,0.5344243049621582,1.267688512802124,"{'0': 0.9389098882675171, '1': 0.8122898936271667}","{'0': {'0': 0.9389098882675171, '1': 0.6233639121055603}, '1': {'0': 0.8509177565574646, '1': 0.8122898936271667}}",1.27354896068573,0.6550476551055908,1.3620954751968384,0.7089220285415649,1.1850024461746216,0.6011732220649719,18.773660534571544
P07686,CER_d18_0_16_0_C16,0.7906751036643982,0.8645880818367004,0.42634880542755127,0.42634880542755127,0.0,0.881756603717804,0.5765750408172607,0.7748632431030273,14.535359382629395,"{'0': 0.8952592611312866, '1': 0.7313289642333984}","{'0': {'0': 0.8952592611312866, '1': 0.1450066864490509}, '1': {'0': 0.42634880542755127, '1': 0.7313289642333984}}",1.3046354055404663,0.2524399161338806,0.8721801042556763,0.17604056000709534,1.7370907068252563,0.3288392722606659,20.16672636454586
P07766,CER_d18_0_16_0_C16,0.6173892617225647,0.4594499468803406,0.628908097743988,0.628908097743988,0.0,0.6145095229148865,0.33390089869499207,1.411341667175293,5.2989373207092285,"{'0': 0.48555800318717957, '1': 0.6581208109855652}","{'0': {'0': 0.48555800318717957, '1': 0.13608121871948242}, '1': {'0': 0.628908097743988, '1': 0.6581208109855652}}",1.5536470413208008,0.5740230679512024,1.7672061920166016,0.5993468761444092,1.340087890625,0.5486992597579956,35.78055241308002
P07919,CER_d18_0_16_0_C16,0.7262380123138428,0.8624296188354492,0.7852181792259216,0.7852181792259216,0.0,0.7114929556846619,0.5104401111602783,0.630419135093689,1.6190298795700073,"{'0': 0.900429368019104, '1': 0.7100557684898376}","{'0': {'0': 0.900429368019104, '1': 0.4051663875579834}, '1': {'0': 0.7852181792259216, '1': 0.7100557684898376}}",0.6907378435134888,0.64778733253479,0.42528435587882996,0.7366571426391602,0.95619136095047,0.5589175820350647,4.90611635111761
P07988,CER_d18_0_16_0_C16,0.6198287010192871,0.7241305708885193,0.826846182346344,0.826846182346344,0.0,0.5680743455886841,0.47574949264526367,1.3151614665985107,3.3629419803619385,"{'0': 0.7149765491485596, '1': 0.7432830333709717}","{'0': {'0': 0.7149765491485596, '1': 0.26902613043785095}, '1': {'0': 0.826846182346344, '1': 0.7432830333709717}}",0.8897457122802734,0.6204827427864075,0.5580935478210449,0.6981611251831055,1.221397876739502,0.5428043603897095,7.757927421411247
P08047,CER_d18_0_16_0_C16,0.28183624148368835,0.19928084313869476,0.2609495520591736,0.2609495520591736,0.0,0.28705790638923645,0.21905431151390076,6.455822944641113,14.447257995605469,"{'0': 0.2013482004404068, '1': 0.7131488919258118}","{'0': {'0': 0.2013482004404068, '1': 0.1272149533033371}, '1': {'0': 0.2609495520591736, '1': 0.7131488919258118}}",1.0529171228408813,0.25966522097587585,0.8106896281242371,0.10926704108715057,1.2951446771621704,0.41006341576576233,11.295803343556006
P08048,CER_d18_0_16_0_C16,0.44520917534828186,0.22805778682231903,0.4753028452396393,0.4753028452396393,0.0,0.4376857280731201,0.3080446422100067,4.340763568878174,11.937897682189941,"{'0': 0.2166505753993988, '1': 0.754625678062439}","{'0': {'0': 0.2166505753993988, '1': 0.1548338681459427}, '1': {'0': 0.4753028452396393, '1': 0.754625678062439}}",0.959774374961853,0.647493839263916,0.6452396512031555,0.8323410749435425,1.2743090391159058,0.46264663338661194,9.115371537653703
P08138,CER_d18_0_16_0_C16,0.665998637676239,0.46322545409202576,0.7966695427894592,0.7966695427894592,0.0,0.6333309412002563,0.41530999541282654,1.298241376876831,5.73073148727417,"{'0': 0.4711449444293976, '1': 0.7695682644844055}","{'0': {'0': 0.4711449444293976, '1': 0.20306959748268127}, '1': {'0': 0.7966695427894592, '1': 0.7695682644844055}}",1.4486024379730225,0.39773836731910706,1.383133888244629,0.25227630138397217,1.5140708684921265,0.5432004332542419,28.093279368441408
P08183,CER_d18_0_16_0_C16,0.7261450290679932,0.7407007217407227,0.5653441548347473,0.5653441548347473,0.0,0.7663452625274658,0.5839254856109619,1.0828545093536377,7.635788440704346,"{'0': 0.7465489506721497, '1': 0.7775404453277588}","{'0': {'0': 0.7465489506721497, '1': 0.20876936614513397}, '1': {'0': 0.5653441548347473, '1': 0.7775404453277588}}",1.0330924987792969,0.3454425036907196,0.3380654454231262,0.3198970854282379,1.7281196117401123,0.3709879219532013,10.791765475851966
P08195,CER_d18_0_16_0_C16,0.7193164229393005,0.789245069026947,0.3918844759464264,0.3918844759464264,0.0,0.8011743426322937,0.49791419506073,0.9317051768302917,10.170941352844238,"{'0': 0.8207915425300598, '1': 0.7140077948570251}","{'0': {'0': 0.8207915425300598, '1': 0.11742546409368515}, '1': {'0': 0.3918844759464264, '1': 0.7140077948570251}}",1.7193036079406738,0.3532370924949646,1.5205413103103638,0.2821267247200012,1.9180659055709839,0.42434749007225037,52.39666047877987
P08575,CER_d18_0_16_0_C16,0.6594815850257874,0.5073339939117432,0.47091013193130493,0.47091013193130493,0.0,0.706624448299408,0.5795584917068481,1.8580076694488525,15.356823921203613,"{'0': 0.516672670841217, '1': 0.7624024748802185}","{'0': {'0': 0.516672670841217, '1': 0.14942076802253723}, '1': {'0': 0.47091013193130493, '1': 0.7624024748802185}}",1.2899765968322754,0.1963784247636795,0.764146625995636,0.01818198896944523,1.8158066272735596,0.3745748698711395,19.497395297822333
P08590,CER_d18_0_16_0_C16,0.696742832660675,0.7777806520462036,0.827085018157959,0.827085018157959,0.0,0.6641572713851929,0.47067418694496155,0.8272327780723572,1.8961713314056396,"{'0': 0.7853295803070068, '1': 0.7131863236427307}","{'0': {'0': 0.7853295803070068, '1': 0.3209392726421356}, '1': {'0': 0.827085018157959, '1': 0.7131863236427307}}",1.1880515813827515,0.5697467923164368,1.0927287340164185,0.6567699313163757,1.2833744287490845,0.4827236235141754,15.418835723930457
P08648,CER_d18_0_16_0_C16,0.6871278285980225,0.6224690079689026,0.22234368324279785,0.22234368324279785,0.0,0.8033238649368286,0.5506261587142944,0.9131089448928833,18.851825714111328,"{'0': 0.6372280716896057, '1': 0.7373141050338745}","{'0': {'0': 0.6372280716896057, '1': 0.12773215770721436}, '1': {'0': 0.22234368324279785, '1': 0.7373141050338745}}",1.5944275856018066,0.23569267988204956,1.594234585762024,0.2109249383211136,1.594620704650879,0.26046043634414673,39.30317052137047
P08708,CER_d18_0_16_0_C16,0.6989237070083618,0.5734409689903259,0.8912832736968994,0.8912832736968994,0.0,0.650833785533905,0.39396190643310547,0.6351870894432068,1.597420334815979,"{'0': 0.666694164276123, '1': 0.7201195359230042}","{'0': {'0': 0.666694164276123, '1': 0.2248886078596115}, '1': {'0': 0.8912832736968994, '1': 0.7201195359230042}}",0.7129827737808228,0.6630373597145081,0.0807613804936409,0.8678978681564331,1.3452041149139404,0.4581768214702606,5.163958861079748
P09017,CER_d18_0_16_0_C16,0.37415871024131775,0.3469628393650055,0.28839024901390076,0.28839024901390076,0.0,0.3956007957458496,0.328214555978775,3.7286665439605713,13.12656307220459,"{'0': 0.35539373755455017, '1': 0.6154752373695374}","{'0': {'0': 0.35539373755455017, '1': 0.09960983693599701}, '1': {'0': 0.28839024901390076, '1': 0.6154752373695374}}",0.9863879084587097,0.40807032585144043,0.728022575378418,0.39256057143211365,1.2447532415390015,0.4235800504684448,9.691431008806358
P09105,CER_d18_0_16_0_C16,0.8901073336601257,0.9403111934661865,0.8568477034568787,0.8568477034568787,0.0,0.8984223008155823,0.7836018204689026,0.5319405794143677,1.0247079133987427,"{'0': 0.9630987644195557, '1': 0.7407456040382385}","{'0': {'0': 0.9630987644195557, '1': 0.3846398591995239}, '1': {'0': 0.8568477034568787, '1': 0.7407456040382385}}",0.8096262216567993,0.4462129473686218,0.994767427444458,0.5383840799331665,0.6244849562644958,0.35404184460639954,6.450987816226717
P09341,CER_d18_0_16_0_C16,0.6403141021728516,0.5725625157356262,0.44342485070228577,0.44342485070228577,0.0,0.6895363926887512,0.28855499625205994,0.8618472814559937,4.117740154266357,"{'0': 0.6903954148292542, '1': 0.6804504990577698}","{'0': {'0': 0.6903954148292542, '1': 0.141294464468956}, '1': {'0': 0.44342485070228577, '1': 0.6804504990577698}}",0.9898364543914795,0.5506080389022827,0.7076537013053894,0.5618127584457397,1.2720192670822144,0.5394033789634705,9.768692845128085
P09486,CER_d18_0_16_0_C16,0.7423367500305176,0.8813642859458923,0.8431341648101807,0.8431341648101807,0.0,0.7171373963356018,0.5152422189712524,0.8004859089851379,2.3155579566955566,"{'0': 0.8866901397705078, '1': 0.7726170420646667}","{'0': {'0': 0.8866901397705078, '1': 0.44888749718666077}, '1': {'0': 0.8431341648101807, '1': 0.7726170420646667}}",1.07039213180542,0.5104473829269409,0.6523224115371704,0.5406962633132935,1.4884618520736694,0.480198472738266,11.75958868805478
P09525,CER_d18_0_16_0_C16,0.8611260652542114,0.9449902176856995,0.8124886751174927,0.8124886751174927,0.0,0.8732853531837463,0.5735744833946228,0.5559056997299194,1.742290735244751,"{'0': 0.9634179472923279, '1': 0.7147916555404663}","{'0': {'0': 0.9634179472923279, '1': 0.21872162818908691}, '1': {'0': 0.8124886751174927, '1': 0.7147916555404663}}",1.120388388633728,0.35388851165771484,1.5511289834976196,0.36203184723854065,0.6896477341651917,0.34574517607688904,13.194361800681806
P09565,CER_d18_0_16_0_C16,0.4112496078014374,0.8613400459289551,0.6851702332496643,0.6851702332496643,0.0,0.34276944398880005,0.21817918121814728,0.6806061267852783,1.550562858581543,"{'0': 0.9231546521186829, '1': 0.7071220874786377}","{'0': {'0': 0.9231546521186829, '1': 0.48071950674057007}, '1': {'0': 0.6851702332496643, '1': 0.7071220874786377}}",1.2168251276016235,0.4519527852535248,1.4677846431732178,0.3701514005661011,0.9658656716346741,0.5337541699409485,16.474988783947463
P09629,CER_d18_0_16_0_C16,0.49837198853492737,0.9467267990112305,0.8722146153450012,0.8722146153450012,0.0,0.4049113392829895,0.2567610740661621,0.5085893869400024,1.2345080375671387,"{'0': 0.9648417830467224, '1': 0.7930901050567627}","{'0': {'0': 0.9648417830467224, '1': 0.4905532896518707}, '1': {'0': 0.8722146153450012, '1': 0.7930901050567627}}",1.0205695629119873,0.31782370805740356,0.9421359896659851,0.1517324149608612,1.0990031957626343,0.4839150309562683,10.485027235564242
P09758,CER_d18_0_16_0_C16,0.7187373042106628,0.7231651544570923,0.5570200681686401,0.5570200681686401,0.0,0.7591665983200073,0.35737645626068115,0.8833153247833252,5.739602088928223,"{'0': 0.7630889415740967, '1': 0.6508781909942627}","{'0': {'0': 0.7630889415740967, '1': 0.10867477208375931}, '1': {'0': 0.5570200681686401, '1': 0.6508781909942627}}",1.1932127475738525,0.2961350679397583,0.9242502450942993,0.2181808352470398,1.4621753692626953,0.3740893304347992,15.603166670185407
P09769,CER_d18_0_16_0_C16,0.7593583464622498,0.8175075054168701,0.75653076171875,0.75653076171875,0.0,0.7600651979446411,0.6485997438430786,1.5722131729125977,4.36981201171875,"{'0': 0.8223275542259216, '1': 0.7329110503196716}","{'0': {'0': 0.8223275542259216, '1': 0.2771886885166168}, '1': {'0': 0.75653076171875, '1': 0.7329110503196716}}",0.263775497674942,0.21790841221809387,-0.5433651804924011,0.21406102180480957,1.0709161758422852,0.22175578773021698,1.8355892164412866
P09914,CER_d18_0_16_0_C16,0.8324998021125793,0.8289941549301147,0.6796773672103882,0.6796773672103882,0.0,0.8707053661346436,0.646854043006897,0.8960123062133789,5.313944339752197,"{'0': 0.8420901894569397, '1': 0.6798068284988403}","{'0': {'0': 0.8420901894569397, '1': 0.24091275036334991}, '1': {'0': 0.6796773672103882, '1': 0.6798068284988403}}",0.42996400594711304,0.476276695728302,-0.35240766406059265,0.6031352877616882,1.2123357057571411,0.3494180738925934,2.6913117404628797
P09936,CER_d18_0_16_0_C16,0.8567800521850586,0.9264126420021057,0.775321900844574,0.775321900844574,0.0,0.8771446347236633,0.7051724195480347,0.7318201661109924,2.2083587646484375,"{'0': 0.956559956073761, '1': 0.6428356170654297}","{'0': {'0': 0.956559956073761, '1': 0.23181164264678955}, '1': {'0': 0.775321900844574, '1': 0.6428356170654297}}",1.4465477466583252,0.3767276406288147,1.649742841720581,0.46542179584503174,1.2433525323867798,0.28803348541259766,27.96068112491181
P0C0L4,CER_d18_0_16_0_C16,0.7669221758842468,0.7851552367210388,0.7022429704666138,0.7022429704666138,0.0,0.7830920219421387,0.6470603942871094,0.968364417552948,7.917727470397949,"{'0': 0.7892003655433655, '1': 0.7857617735862732}","{'0': {'0': 0.7892003655433655, '1': 0.275814950466156}, '1': {'0': 0.7022429704666138, '1': 0.7857617735862732}}",0.7468852400779724,0.3695136308670044,0.08766347914934158,0.34283211827278137,1.406106948852539,0.3961951732635498,5.583226415633397
P0C0L5,CER_d18_0_16_0_C16,0.6846739649772644,0.7490813732147217,0.28844597935676575,0.28844597935676575,0.0,0.7837309837341309,0.5720849633216858,1.1993476152420044,17.705280303955078,"{'0': 0.7596153020858765, '1': 0.7774268388748169}","{'0': {'0': 0.7596153020858765, '1': 0.17271627485752106}, '1': {'0': 0.28844597935676575, '1': 0.7774268388748169}}",0.9951586723327637,0.3286133408546448,0.8482107520103455,0.25975003838539124,1.1421066522598267,0.3974766433238983,9.889143349899507
P0C1S8,CER_d18_0_16_0_C16,0.5926989316940308,0.6016220450401306,0.6960540413856506,0.6960540413856506,0.0,0.5668601393699646,0.47517967224121094,2.9006407260894775,9.298907279968262,"{'0': 0.5961683988571167, '1': 0.7572494745254517}","{'0': {'0': 0.5961683988571167, '1': 0.22633230686187744}, '1': {'0': 0.6960540413856506, '1': 0.7572494745254517}}",0.5872508883476257,0.26168859004974365,-0.09497971087694168,0.22070884704589844,1.2694815397262573,0.3026683032512665,3.8659024255973624
P0C1Z6,CER_d18_0_16_0_C16,0.4862191379070282,0.6256858706474304,0.7640835046768188,0.7640835046768188,0.0,0.41675302386283875,0.2994071841239929,1.822907567024231,5.321658134460449,"{'0': 0.6086058020591736, '1': 0.7620182633399963}","{'0': {'0': 0.6086058020591736, '1': 0.2546447515487671}, '1': {'0': 0.7640835046768188, '1': 0.7620182633399963}}",0.9482166767120361,0.6391940116882324,0.4461863040924072,0.7339473962783813,1.450247049331665,0.5444406270980835,8.875987393027986
P0C7N5,CER_d18_0_16_0_C16,0.8320447206497192,0.9103683829307556,0.7571485638618469,0.7571485638618469,0.0,0.8507686853408813,0.5886369347572327,0.7654587626457214,3.0056686401367188,"{'0': 0.9334133863449097, '1': 0.7316354513168335}","{'0': {'0': 0.9334133863449097, '1': 0.2535305619239807}, '1': {'0': 0.7571485638618469, '1': 0.7316354513168335}}",0.8897221684455872,0.19485369324684143,0.28618156909942627,0.06518938392400742,1.493262767791748,0.32451799511909485,7.7575068625105486
P0C7Q5,CER_d18_0_16_0_C16,0.8072735667228699,0.85542231798172,0.8001052141189575,0.8001052141189575,0.0,0.8090656399726868,0.6152318716049194,0.763650119304657,2.376791000366211,"{'0': 0.8635464906692505, '1': 0.7484846115112305}","{'0': {'0': 0.8635464906692505, '1': 0.3139013350009918}, '1': {'0': 0.8001052141189575, '1': 0.7484846115112305}}",1.6613739728927612,0.22372567653656006,1.842734456062317,0.05109940469264984,1.4800134897232056,0.3963519334793091,45.85365646177517
P0C7X3,CER_d18_0_16_0_C16,0.509336531162262,0.6422602534294128,0.8357815742492676,0.8357815742492676,0.0,0.42772525548934937,0.38680127263069153,2.2764556407928467,3.129814863204956,"{'0': 0.6208828091621399, '1': 0.7671197652816772}","{'0': {'0': 0.6208828091621399, '1': 0.30078381299972534}, '1': {'0': 0.8357815742492676, '1': 0.7671197652816772}}",0.8600895404815674,0.58692467212677,0.6394752860069275,0.6824529767036438,1.080703854560852,0.49139639735221863,7.245853357516064
P0C853,CER_d18_0_16_0_C16,0.29924556612968445,0.36536356806755066,0.30731576681137085,0.30731576681137085,0.0,0.29722797870635986,0.20589810609817505,2.3263704776763916,5.391114711761475,"{'0': 0.3896888494491577, '1': 0.6399293541908264}","{'0': {'0': 0.3896888494491577, '1': 0.14013990759849548}, '1': {'0': 0.30731576681137085, '1': 0.6399293541908264}}",1.2758948802947998,0.6155344247817993,1.5277975797653198,0.6694275736808777,1.0239921808242798,0.5616413354873657,18.8753442163049
P0CE67,CER_d18_0_16_0_C16,0.4655940532684326,0.8631638288497925,0.7279402613639832,0.7279402613639832,0.0,0.4000074863433838,0.31722211837768555,0.7288528084754944,1.5204540491104126,"{'0': 0.919019341468811, '1': 0.6557028293609619}","{'0': {'0': 0.919019341468811, '1': 0.3473638594150543}, '1': {'0': 0.7279402613639832, '1': 0.6557028293609619}}",0.6422771215438843,0.6764597296714783,0.27624183893203735,0.8055999875068665,1.0083123445510864,0.5473194718360901,4.388106117274814
P0CF97,CER_d18_0_16_0_C16,0.7034896612167358,0.7332615852355957,0.6449272632598877,0.6449272632598877,0.0,0.7181302309036255,0.5220898389816284,1.3418842554092407,7.729352951049805,"{'0': 0.7444387078285217, '1': 0.7363036870956421}","{'0': {'0': 0.7444387078285217, '1': 0.1450934261083603}, '1': {'0': 0.6449272632598877, '1': 0.7363036870956421}}",1.0214526653289795,0.45913487672805786,0.5828313231468201,0.4012157917022705,1.4600740671157837,0.5170539617538452,10.50636937490493
P0CG22,CER_d18_0_16_0_C16,0.8646312952041626,0.8862244486808777,0.8913424015045166,0.8913424015045166,0.0,0.8579534888267517,0.7965593338012695,0.7381554245948792,2.18814754486084,"{'0': 0.8889005780220032, '1': 0.789604127407074}","{'0': {'0': 0.8889005780220032, '1': 0.4728212058544159}, '1': {'0': 0.8913424015045166, '1': 0.789604127407074}}",0.876611590385437,0.21309006214141846,0.45213043689727783,0.17974786460399628,1.3010927438735962,0.24643227458000183,7.526821042545791
P0CG30,CER_d18_0_16_0_C16,0.8977161645889282,0.9522736668586731,0.8459577560424805,0.8459577560424805,0.0,0.9106557965278625,0.7736904621124268,0.5208898186683655,1.2899816036224365,"{'0': 0.9699805378913879, '1': 0.6450475454330444}","{'0': {'0': 0.9699805378913879, '1': 0.2577822804450989}, '1': {'0': 0.8459577560424805, '1': 0.6450475454330444}}",1.0513277053833008,0.2476392388343811,0.9537854194641113,0.19869185984134674,1.1488701105117798,0.29658663272857666,11.254538868557315
P0CG40,CER_d18_0_16_0_C16,0.33998632431030273,0.21238474547863007,0.25861331820487976,0.25861331820487976,0.0,0.3603295683860779,0.2597507834434509,4.699375629425049,12.42319393157959,"{'0': 0.21909300982952118, '1': 0.676367998123169}","{'0': {'0': 0.21909300982952118, '1': 0.12455768138170242}, '1': {'0': 0.25861331820487976, '1': 0.676367998123169}}",1.2066614627838135,0.3313637673854828,1.186627984046936,0.2144019454717636,1.2266950607299805,0.44832557439804077,16.093906088121926
P0CJ77,CER_d18_0_16_0_C16,0.6030692458152771,0.7513018250465393,0.6447655558586121,0.6447655558586121,0.0,0.5926451086997986,0.43577179312705994,0.5389737486839294,1.3023139238357544,"{'0': 0.9364120960235596, '1': 0.6586642265319824}","{'0': {'0': 0.9364120960235596, '1': 0.3584487736225128}, '1': {'0': 0.6447655558586121, '1': 0.6586642265319824}}",-0.7063314914703369,0.6244953274726868,-0.8551343679428101,0.5896244049072266,-0.557528555393219,0.659366250038147,0.1966384800165403
P0CJ78,CER_d18_0_16_0_C16,0.4449399411678314,0.24055401980876923,0.38867899775505066,0.38867899775505066,0.0,0.4590051770210266,0.3600589632987976,3.6068263053894043,13.960127830505371,"{'0': 0.24091212451457977, '1': 0.7525965571403503}","{'0': {'0': 0.24091212451457977, '1': 0.1506813019514084}, '1': {'0': 0.38867899775505066, '1': 0.7525965571403503}}",1.0462470054626465,0.5158244967460632,0.7788844108581543,0.5770743489265442,1.3136097192764282,0.4545746445655823,11.123642057645043
P0CW00,CER_d18_0_16_0_C16,0.6543285250663757,0.7922289371490479,0.7953857779502869,0.7953857779502869,0.0,0.6190641522407532,0.3752524256706238,1.0542988777160645,3.020368814468384,"{'0': 0.8016114830970764, '1': 0.705157995223999}","{'0': {'0': 0.8016114830970764, '1': 0.2532426714897156}, '1': {'0': 0.7953857779502869, '1': 0.705157995223999}}",1.3927626609802246,0.560393214225769,0.915886640548706,0.6621061563491821,1.8696388006210327,0.45868033170700073,24.70373733387871
P0DH78,CER_d18_0_16_0_C16,0.6265194416046143,0.8868388533592224,0.8274006843566895,0.8274006843566895,0.0,0.5762991309165955,0.4566020369529724,0.6596795916557312,1.7117962837219238,"{'0': 0.9061018228530884, '1': 0.7238121032714844}","{'0': {'0': 0.9061018228530884, '1': 0.34315335750579834}, '1': {'0': 0.8274006843566895, '1': 0.7238121032714844}}",1.4968321323394775,0.5162384510040283,1.5911531448364258,0.636986255645752,1.4025111198425293,0.39549070596694946,31.392950289664665
P0DI83,CER_d18_0_16_0_C16,0.35185715556144714,0.29775840044021606,0.3250696063041687,0.3250696063041687,0.0,0.35855400562286377,0.26403653621673584,3.457003116607666,6.668132305145264,"{'0': 0.292516827583313, '1': 0.6351401805877686}","{'0': {'0': 0.292516827583313, '1': 0.10319936275482178}, '1': {'0': 0.3250696063041687, '1': 0.6351401805877686}}",1.164574384689331,0.442791223526001,1.1786435842514038,0.35393860936164856,1.1505053043365479,0.5316438674926758,14.607449201366405
P0DJD3,CER_d18_0_16_0_C16,0.3242504298686981,0.23763476312160492,0.1585719734430313,0.1585719734430313,0.0,0.36567002534866333,0.2266312837600708,2.837899923324585,17.89372444152832,"{'0': 0.24649204313755035, '1': 0.6851560473442078}","{'0': {'0': 0.24649204313755035, '1': 0.08691126108169556}, '1': {'0': 0.1585719734430313, '1': 0.6851560473442078}}",0.9545735716819763,0.24385881423950195,1.0454797744750977,0.025907354429364204,0.863667368888855,0.46181026101112366,9.006863306476466
P0DJI9,CER_d18_0_16_0_C16,0.7831940054893494,0.8719647526741028,0.7407589554786682,0.7407589554786682,0.0,0.793802797794342,0.49283140897750854,0.5339936017990112,1.7342878580093384,"{'0': 0.920239269733429, '1': 0.7303256392478943}","{'0': {'0': 0.920239269733429, '1': 0.35189276933670044}, '1': {'0': 0.7407589554786682, '1': 0.7303256392478943}}",0.8881768584251404,0.5496886372566223,0.36957070231437683,0.5838367342948914,1.4067829847335815,0.5155405402183533,7.729953091044553
P0DMC3,CER_d18_0_16_0_C16,0.5364368557929993,0.5414771437644958,0.49107155203819275,0.49107155203819275,0.0,0.5477781891822815,0.375505268573761,0.8711544871330261,3.3822102546691895,"{'0': 0.5824215412139893, '1': 0.6152228713035583}","{'0': {'0': 0.5824215412139893, '1': 0.21280115842819214}, '1': {'0': 0.49107155203819275, '1': 0.6152228713035583}}",0.3360922634601593,0.5897451043128967,0.3604761064052582,0.5896835327148438,0.3117084205150604,0.5898066759109497,2.1681646704855866
P0DML2,CER_d18_0_16_0_C16,0.759801983833313,0.846028208732605,0.8640172481536865,0.8640172481536865,0.0,0.7337481379508972,0.5666710138320923,0.691649317741394,1.5123547315597534,"{'0': 0.844368040561676, '1': 0.7359638214111328}","{'0': {'0': 0.844368040561676, '1': 0.29430368542671204}, '1': {'0': 0.8640172481536865, '1': 0.7359638214111328}}",1.314100980758667,0.5080721378326416,1.4481652975082397,0.582370400428772,1.1800365447998047,0.43377387523651123,20.61109100029283
P0DML3,CER_d18_0_16_0_C16,0.7594756484031677,0.8505114316940308,0.8829741477966309,0.8829741477966309,0.0,0.7286009788513184,0.5689350366592407,0.6675554513931274,1.3983503580093384,"{'0': 0.8469655513763428, '1': 0.78277987241745}","{'0': {'0': 0.8469655513763428, '1': 0.41071438789367676}, '1': {'0': 0.8829741477966309, '1': 0.78277987241745}}",1.3966078758239746,0.5222988724708557,1.6163225173950195,0.6086773872375488,1.1768932342529297,0.435920387506485,24.92343375678989
P0DMU3,CER_d18_0_16_0_C16,0.3481042683124542,0.40593189001083374,0.3797159194946289,0.3797159194946289,0.0,0.34020134806632996,0.2745477557182312,2.5874338150024414,6.5435051918029785,"{'0': 0.41182655096054077, '1': 0.5824213027954102}","{'0': {'0': 0.41182655096054077, '1': 0.13192690908908844}, '1': {'0': 0.3797159194946289, '1': 0.5824213027954102}}",1.228209376335144,0.6892882585525513,1.1561063528060913,0.7746384739875793,1.3003123998641968,0.6039379835128784,16.91256101242583
P0DMU7,CER_d18_0_16_0_C16,0.4702381193637848,0.8292067646980286,0.6693627238273621,0.6693627238273621,0.0,0.42045697569847107,0.21938583254814148,1.1356459856033325,2.966710090637207,"{'0': 0.8643276691436768, '1': 0.7019910216331482}","{'0': {'0': 0.8643276691436768, '1': 0.3320508301258087}, '1': {'0': 0.6693627238273621, '1': 0.7019910216331482}}",0.467041015625,0.6580044031143188,0.05988670885562897,0.8389202952384949,0.8741953372955322,0.4770885109901428,2.931170057643752
P0DN25,CER_d18_0_16_0_C16,0.6499599814414978,0.7986962199211121,0.4161490201950073,0.4161490201950073,0.0,0.7084126472473145,0.426654189825058,1.2019697427749634,9.103324890136719,"{'0': 0.8463572859764099, '1': 0.6256263852119446}","{'0': {'0': 0.8463572859764099, '1': 0.13541628420352936}, '1': {'0': 0.4161490201950073, '1': 0.6256263852119446}}",1.667719841003418,0.36000514030456543,1.73416268825531,0.21818378567695618,1.6012771129608154,0.5018264651298523,46.528584547676026
P0DPD6,CER_d18_0_16_0_C16,0.6995945572853088,0.7980838418006897,0.34501367807388306,0.34501367807388306,0.0,0.7882397770881653,0.5275573134422302,1.268854022026062,11.897368431091309,"{'0': 0.8231970071792603, '1': 0.7026657462120056}","{'0': {'0': 0.8231970071792603, '1': 0.11426863074302673}, '1': {'0': 0.34501367807388306, '1': 0.7026657462120056}}",2.081109046936035,0.21452853083610535,2.7530202865600586,0.005908889230340719,1.4091976881027222,0.42314818501472473,120.53385506541235
P0DPF3,CER_d18_0_16_0_C16,0.37747305631637573,0.2825086712837219,0.4025590717792511,0.4025590717792511,0.0,0.3712015450000763,0.2944388687610626,4.32539701461792,14.286730766296387,"{'0': 0.28687697649002075, '1': 0.7405233383178711}","{'0': {'0': 0.28687697649002075, '1': 0.1417430192232132}, '1': {'0': 0.4025590717792511, '1': 0.7405233383178711}}",1.010708212852478,0.6614654064178467,0.8203406929969788,0.6800425052642822,1.2010756731033325,0.6428882479667664,10.249630583294774
